scorer,,,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael,Michael
labeled-data,Fish0,img043.png,,,228.880686144501,207.90244542356447,33.76131240107797,290.13666424263164,146.6464673254338,383.5846401733898,159.35539205201692,372.3708830616988,178.7925710456146,364.8950449872382,,,,,,,53.94607520212173,51.65742966733686,64.41224850636665,50.1622620524447,76.37358942550368,50.1622620524447,476.33092640914856,63.618770586473886,471.8454235644722,60.628435356689636,467.3599207197957,62.12360297158176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Fish0,img044.png,,,227.38551852960882,207.90244542356447,65.90741612125878,281.1656585532789,,,,,,,146.6464673254338,385.827391595728,160.85055966690905,373.866050676591,174.30706820093823,371.62329925425274,56.188826624459935,51.65742966733686,65.90741612125878,51.65742966733686,78.61634084784188,50.1622620524447,477.8260940240407,65.86152200881207,472.59300737191825,62.12360297158176,468.8550883346878,62.87118677902782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Fish0,img046.png,,,237.85169183385375,215.37828349802516,132.44237498395856,278.9229071309407,,,148.14163494032593,379.0991373287134,157.1126406296787,373.11846686914487,,,,,,,52.45090758722961,52.40501347478292,63.664664698920575,51.65742966733686,76.37358942550368,52.40501347478292,483.0591806761631,65.86152200881207,478.57367783148675,63.618770586473886,473.3405911793643,64.36635439391995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Fish0,img048.png,,,238.5992756412998,212.38794826824085,168.3263977413697,278.9229071309407,,,157.1126406296787,370.8757154468067,151.1319701701102,377.6039697138213,,,,,,,51.703323779783545,53.900181089675044,62.91708089147451,52.40501347478292,74.1308380031655,53.15259728222898,486.79709971339344,65.11393820136601,477.0785102165946,64.36635439391995,474.83575879425644,65.86152200881207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Fish0,img055.png,,,,,272.9881307838188,248.27197102565202,,,,,,,,,,,,,44.975069512768954,55.39534870456717,56.188826624459935,53.900181089675044,68.89775135104304,56.14293251201323,501.7487758623147,68.10427343115029,495.7681054027462,65.86152200881207,489.0398511357316,66.60910581625816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Fish0,img066.png,,,,,,,254.29853559766718,200.42660734910385,246.82269752320656,231.07754345439253,,,,,,,,,32.26614478618585,64.36635439391995,43.47990189787683,60.628435356689636,57.68399423935206,58.38568393435145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Fish0,img069.png,,,270.7453793614806,210.14519684590266,231.87102137428525,226.5920406097161,,,,,,,,,,,,,30.770977171293723,61.3760191641357,42.73231809043075,60.628435356689636,51.703323779783545,60.628435356689636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Fish0,img084.png,,,264.7647089019121,191.45560165975104,277.4736336284952,222.85412157248578,,,,,,,,,,,,,14.324133407480282,74.08494389071879,22.547555289387006,70.34702485348848,32.26614478618585,65.86152200881207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Fish0,img090.png,,,262.5219574795739,190.70801785230498,287.19222312529405,214.6306996905791,,,,,,,,,,,,,4.605543910681433,83.0559495800716,14.324133407480282,76.327695313057,24.04272290427913,71.8421924683806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Fish0,img107.png,,,278.96880124338736,172.01842266615336,257.28887082745143,201.92177496399597,,,,,,,,,,,,,,,0.12004106600504372,97.26004192154682,5.353127718127503,92.02695526942438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Fish1,img001.png,87.48048414848114,210.19589528124456,73.8506646939415,206.10694944488264,53.40593551213202,206.10694944488264,167.89641893026507,229.27764251760007,167.89641893026507,237.45553419032385,170.622382821173,253.8113175357714,211.51184118479196,285.15990228121257,181.5262383848047,270.16710088121897,133.82187029391596,257.9002633721333,246.94937176659505,406.4652954266155,251.0383176029569,406.4652954266155,264.6681370574966,406.4652954266155,493.6491038937627,407.82827737206946,499.1010316755785,414.64318709933934,504.5529594573944,425.54704266297097,154.26659947572543,112.06119520855907,147.4516897484556,112.06119520855907,141.99976196663974,113.42417715401302,195.15605783934438,163.8545091358097,193.7930758938904,173.3953827539875,191.06711200298247,181.57327442671127,211.51184118479196,165.21749108126372,215.60078702115385,165.21749108126372,222.41569674842367,169.30643691762558,812.3746075202123,137.0810055467623,806.3939370606436,139.32375696910051,801.9084342159672,143.06167600633083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Fish1,img008.png,98.38433971211286,215.64782306306037,84.75452025757322,215.64782306306037,67.03575496667167,212.92185917215247,162.4444911484492,230.64062446305402,163.80747309390318,241.5444800266857,163.80747309390318,251.0853536448635,226.50464258478556,287.8858661721206,193.7930758938904,278.3449925539428,167.89641893026507,271.5300828266729,240.13446203932523,403.7393315357076,244.2234078756871,402.37634959025365,251.0383176029569,402.37634959025365,485.4712122210389,407.82827737206946,493.6491038937627,418.7321329357012,474.5673566574072,409.1912593175234,155.62958142117938,102.52032159038131,148.81467169390956,109.33523131765116,140.63678002118579,122.96505077219078,195.15605783934436,174.75836469944144,186.97816616662058,184.29923831761917,182.8892203302587,192.477129990343,210.14885923933798,170.66941886307953,218.32675091206178,169.30643691762558,222.41569674842367,177.4843285903494,813.8697751351044,135.58583793187017,807.8891046755357,139.32375696910051,804.1511856383054,142.31409219888477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Fish1,img035.png,120.1920508393763,237.45553419032385,107.9252133302906,238.8185161357778,88.8434660939351,238.8185161357778,141.99976196663974,234.72957029941588,147.4516897484556,249.72237169940954,148.81467169390956,260.6262272630412,268.7570828938585,294.70077589939035,241.49744398477918,287.8858661721206,218.32675091206178,286.52288422666663,206.05991340297606,390.10951208116796,219.68973285751574,391.47249402662203,230.59358842114744,398.2874037538917,447.3077177483279,402.37634959025365,454.1226274755977,411.9172232084313,458.21157331195957,417.36915099024725,177.43729254844283,91.61646602674958,169.25940087571902,92.97944797220356,161.08150920299525,101.15733964492733,185.61518422116663,192.477129990343,177.43729254844283,197.92905777215887,169.25940087571902,203.38098555397474,196.51903978479834,187.02520220852713,203.33394951206816,188.3881841539811,,,813.8697751351044,137.82858935420836,810.8794399053202,140.07134077654658,804.1511856383054,141.5665083914387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Fish1,img041.png,120.11200182515577,245.48065762644185,104.4127418687884,243.23790620410367,90.20864952731316,244.7330738189958,141.79193224109164,238.00481955198123,142.53951604853773,249.21857666367217,145.52985127832198,265.6654204274856,267.3860118920306,292.578437495544,248.69641670587896,291.83085368809793,224.02615106015878,291.83085368809793,206.83172348889929,389.0167486560864,210.56964252612966,389.76433246353247,218.04548060059028,393.5022515007628,,,446.8061256790863,403.79440760861814,446.8061256790863,409.77507806818664,187.39454449530166,85.32370563659437,174.68561976871854,92.05195990360896,164.96703027191967,97.28504655573143,182.90904165062526,192.97577390882776,177.6759549985028,197.46127675350414,169.45253311659607,200.4516119832884,191.88004733997803,191.48060629393564,195.6179663772084,189.23785487159745,200.10346922188478,186.9951034492592,813.8697751351044,136.9069883503729,806.3939370606436,140.6449073876032,804.1511856383054,142.14007500249534,,,,,,,19.18818781993697,29.254920078139477,6.479263093353865,29.254920078139477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Fish1,img055.png,116.37408278792543,251.2873108896208,98.43207140921987,249.7921432747287,82.7328114528525,251.2873108896208,128.3354237070625,243.8114728151602,131.32575893684674,256.5203975417433,133.56851035918493,272.96724130555674,286.07560707818226,288.6665012619241,262.90050904735426,287.171333647032,238.23024340163403,297.63750695127686,188.14212830274766,380.61930957779015,194.87038256976228,383.6096448075744,203.84138825911504,384.35722861502046,431.8544495301649,413.51299710541696,437.83511998973347,407.53232664584846,441.5730390269638,401.55165618627996,200.85105302933084,76.35269994724159,189.63729591763985,83.08095421425618,182.90904165062528,89.80920848127077,182.90904165062526,196.71369294605807,174.68561976871854,201.9467795981805,166.46219788681182,204.93711482796482,179.1711226133949,198.95644436839626,186.64696068785557,193.72335771627382,196.36555018465447,187.74268725670532,810.8794399053202,136.9069883503729,806.3939370606436,138.40215596526502,801.9084342159672,139.89732358015715,,,,,,,161.22911123468938,17.293579159002434,133.56851035918496,21.03149819623276,98.4320714092199,23.27424961857095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Fish1,img088.png,94.69415237198956,270.72448988321855,84.22797906774463,266.9865708459882,67.7811353039312,264.74381942365,99.17965521666594,264.74381942365,112.63616375069512,270.72448988321855,123.84992086238609,275.2099927278949,341.3968088291911,271.4720736906646,309.9982889164564,280.44307938001737,275.6094337739374,290.16166887681624,157.49119219745901,373.8910553107755,163.47186265702754,376.1338067331137,174.68561976871854,378.3765581554519,439.3302876046256,407.53232664584846,434.09720095250316,404.5419914160642,443.815790449302,403.0468238011721,251.68675193566327,49.43968287918325,243.46333005375658,53.92518572385963,230.75440532717346,59.905856183428156,178.42353880594885,211.66536909497938,172.44286834638032,209.4226176726412,164.2194464644736,208.67503386519513,144.03468366342986,204.93711482796482,153.00568935278264,205.68469863541088,160.4815274272433,204.18953102051876,813.8697751351044,133.16906931314253,816.1125265574426,136.9069883503729,818.3552779797808,141.39249119504927,,,410.17451911422904,463.7751294006928,399.7083458099841,464.52271320813884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Fish1,img091.png,95.44173617943562,272.96724130555674,84.97556287519069,272.2196574981107,73.01422195605366,266.9865708459882,97.68448760177381,262.5010680013118,105.90790948368053,267.7341546534343,117.1216665953715,267.7341546534343,345.13472786642143,266.9865708459882,318.22171079836306,278.2003279576792,287.5707746930744,284.9285822246938,153.00568935278264,372.3958876958834,161.22911123468936,374.6386391182216,171.69528453893426,374.6386391182216,437.83511998973347,409.77507806818664,437.83511998973347,403.0468238011721,446.8061256790863,402.299239993726,258.4150062026779,50.93485049407538,248.69641670587902,54.67276953130569,235.9874919792959,60.65343999087422,146.27743508576805,201.19919579073445,150.01535412299836,204.93711482796482,153.7532731602287,204.18953102051876,179.1711226133949,213.1605367098715,172.44286834638032,210.91778528753332,164.96703027191967,212.41295290242545,813.8697751351044,136.15940454292684,819.8504455946729,133.16906931314253,821.345613209565,132.42148550569647,423.6310276482582,466.5914474340876,410.9221029216751,464.34869601174944,404.19384865466054,467.3390312415337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Fish1,img108.png,106.65549329112659,279.6954955725713,93.94656856454347,278.94791176512524,73.76180576349972,272.2196574981107,85.72314668263675,278.2003279576792,97.68448760177381,271.4720736906646,110.3934123283569,272.2196574981107,400.45592961743023,246.05422423749837,357.84365259300455,260.2583165789736,318.22171079836306,272.96724130555674,142.53951604853773,367.910384851207,150.76293793044445,371.64830388843734,161.22911123468936,373.14347150332947,440.8254552195177,401.55165618627996,436.33995237484135,400.05648857138783,445.31095806419415,399.30890476394177,285.3280232707362,47.196931456845036,275.6094337739374,53.177601916413565,266.6384280845846,53.177601916413565,187.39454449530166,225.12187762900857,177.6759549985028,219.14120716944,172.44286834638032,219.14120716944,144.78226747087592,202.69436340562658,141.04434843364558,207.179866250303,141.04434843364558,211.66536909497938,813.8697751351044,136.9069883503729,818.3552779797808,133.9166531205886,822.0931970170111,133.9166531205886,420.640692418474,468.08661504897975,410.17451911422904,462.8535283968573,396.71801058019986,456.8728579372888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
